calories,carb,fat,name,protein,sugar,type
116,9.0,6.2,Heuvos Rancheros,6.5,1.8,Breakfast foods
318,59.2,8.3,Oatmeal with Diced Fruit and Pistachios,8.4,26.2,Breakfast foods
116,15.8,5.5,Super Green Smoothie,3.1,0.6,Breakfast foods
149,25.4,5.0,Cinnamon Apple and Honey Toast,2.8,13.9,Breakfast foods
295,38.1,12.3,Spiced Berry Cobbler Oatmeal,10.9,3.6,Breakfast foods
149,4.4,8.8,Tomagoyaki,11.7,3.8,Breakfast foods
63,9.8,1.4,Banana Kiwi and Yogurt Smoothie,3.4,7.4,Breakfast foods
390,41.5,22.6,gredient Protein Bars,12.9,5.8,Breakfast foods
104,21.0,2.8,Apple Crumble Supreme,1.5,14.4,Breakfast foods
117,14.2,5.6,Vega One Blackberry Strawberry and Acai Smoothie,3.8,7.8,Breakfast foods
82,16.8,1.5,Overnight Oats In A Jar,1.8,5.8,Breakfast foods
210,6.2,13.9,Cheesy Egg Muffins,14.4,0.3,Breakfast foods
291,7.5,25.4,Coconut Flour English Muffins,7.9,3.8,Breakfast foods
151,30.4,2.2,Cinnamon Porridge with Blueberries and Coconut Yogurt,5.1,3.8,Breakfast foods
233,31.2,13.2,Coconut Milk with Oatmeal Dates and Raisins,2.6,21.8,Breakfast foods
194,22.7,10.9,Red Pepper Avocado Toast,4.4,2.3,Breakfast foods
92,17.2,2.3,Berry Soymilk Smoothie,3.0,10.3,Breakfast foods
123,13.9,3.0,Chocolate Peanut Butter Pancakes,10.5,4.5,Breakfast foods
233,23.7,13.6,Overnight Chai Chia Breakfast Parfait,6.5,13.7,Breakfast foods
117,4.4,6.6,Turkey Goat Cheese and Spinach Omelet,10.0,2.2,Breakfast foods
60,3.7,2.3,Veggie Egg White Muffins,6.1,2.2,Breakfast foods
346,11.9,23.4,Coconut Flour Bread,22.9,0.2,Breakfast foods
180,3.5,13.1,Hummus Eggs,11.8,0.3,Breakfast foods
211,21.1,9.6,Tofu Tahini Scramble,13.0,3.3,Breakfast foods
161,15.4,8.1,Avocado Toast with Cottage Cheese Eggs,7.9,1.5,Breakfast foods
187,26.2,6.6,Iced Gingerbread Protein Doughnuts,15.8,8.6,Breakfast foods
128,16.7,5.3,Tropical Breakfast Quinoa,4.1,3.5,Breakfast foods
104,2.5,6.7,Tomatillo and Avocado Scramble,8.5,1.0,Breakfast foods
134,4.0,8.9,Sausage And Cheese Breakfast Cups,9.5,1.7,Breakfast foods
163,3.0,12.2,Denver omelet,10.0,1.2,Breakfast foods
270,10.5,18.6,Egg in a Hole Sandwich,14.9,1.4,Breakfast foods
80,10.6,1.7,Banana and Berries Smoothie,6.1,3.7,Breakfast foods
155,25.2,2.8,Yummy Crepes,6.6,3.4,Breakfast foods
219,1.0,17.7,Cheese Bacon and Egg Breakfast Scramble,13.2,0.6,Breakfast foods
135,8.4,1.2,Blueberry protein pudding,22.6,4.5,Breakfast foods
135,23.1,2.7,Cream of Wheat,4.4,9.3,Breakfast foods
270,39.1,8.1,Chickpea Scramble Breakfast Bowl,12.5,6.8,Breakfast foods
155,15.1,8.4,Chunky Monkey Overnight Oats,5.9,2.7,Breakfast foods
230,14.0,13.9,Egg in a nest,11.8,2.2,Breakfast foods
142,3.0,9.3,Omelet Cupcakes,11.0,1.3,Breakfast foods
145,14.3,6.5,Protein Power Oats,9.6,2.5,Breakfast foods
268,23.3,13.3,High Fat Chorizo Cheese and Egg Burrito,13.3,1.1,Breakfast foods
95,18.7,1.3,Peaches and Cream Oatmeal,3.6,5.7,Breakfast foods
221,14.0,14.5,Cinnamon Banana Mug Cake,10.1,5.9,Breakfast foods
122,15.5,2.5,Chocolate Peanut Butter Pancakes,10.8,4.7,Breakfast foods
177,16.6,7.7,Breakfast Margherita Pizza,11.2,3.7,Breakfast foods
128,24.5,2.4,Blueberry Maple Syrup Oatmeal,4.2,10.5,Breakfast foods
129,1.6,8.4,Southwest Salsa Eggs,11.0,0.9,Breakfast foods
111,19.1,3.0,Paleo Pancakes,4.5,8.4,Breakfast foods
217,2.5,17.2,Low Carb Breakfast Lasagna,12.4,0.7,Breakfast foods
253,1.1,23.0,Cream Cheese Omelet,10.2,0.7,Breakfast foods
84,15.0,2.2,Orange Blueberry Yogurt Smoothie,2.4,10.2,Breakfast foods
86,11.1,3.9,Mango Chia Pudding,2.6,5.7,Breakfast foods
156,7.0,13.6,Avocado Egg Bake,4.1,0.6,Breakfast foods
152,5.0,10.0,Chicken Stir Fry,11.2,2.1,Breakfast foods
226,14.5,13.5,Egg in a Basket,11.5,1.6,Breakfast foods
96,3.1,5.9,Zucchini Frittata,7.4,1.7,Breakfast foods
150,11.1,7.4,Mexican Pepper and Cheese Breakfast Quesadilla,9.7,1.5,Breakfast foods
103,2.7,7.7,Tofu Scramble,7.5,0.8,Breakfast foods
190,5.3,16.6,The Best Keto Breakfast,6.5,0.6,Breakfast foods
135,2.5,10.0,Keto Mexican Scrambled Eggs,8.7,0.5,Breakfast foods
287,11.9,25.2,Anti Inflammatory Keto Porridge,7.2,2.8,Breakfast foods
182,1.8,13.4,Keto Philly Cheesesteak Omelet,13.3,0.8,Breakfast foods
91,13.9,1.9,Peanut Butter Banana Oatmeal Shake,5.7,6.0,Breakfast foods
117,8.8,5.4,Chia Cottage Cheese with Blueberries,9.2,4.1,Breakfast foods
98,2.5,5.6,Lowcountry Breakfast Shrimp,9.2,0.8,Breakfast foods
144,1.1,10.5,Eggs Cheese and Mushroom Omelet,11.0,0.7,Breakfast foods
74,16.6,0.5,Oatmeal and peaches,2.4,4.4,Breakfast foods
91,6.3,0.5,Pumpkin Protein Pancakes,13.7,2.8,Breakfast foods
114,18.4,2.2,Strawberry Crepes,5.2,5.2,Breakfast foods
208,16.8,9.9,Breakfast Sandwich,13.3,1.4,Breakfast foods
114,19.9,0.7,Oatmeal banana pancakes,7.7,4.9,Breakfast foods
215,10.3,12.3,Rooster Bullet Sandwich,15.1,1.2,Breakfast foods
209,9.2,14.1,Scrambled Tofu on Toast,14.3,0.8,Breakfast foods
121,14.5,2.0,gredient Protein Pancakes,10.6,0.6,Breakfast foods
123,13.5,5.4,Tomato Cream Cheese and Pepper Sandwich,5.2,4.4,Breakfast foods
124,13.7,5.8,Blueberry Parfait,4.7,7.9,Breakfast foods
104,14.9,3.0,Bare Banana Chia Shake,2.7,8.4,Breakfast foods
180,2.0,13.5,Omelet with Feta and Bacon,12.1,1.4,Breakfast foods
233,0.9,20.2,Fluffy omelet with cheese and spinach,11.7,0.3,Breakfast foods
88,3.8,3.7,Turkey Goat Cheese and Spinach Egg White Omelet,9.8,2.0,Breakfast foods
101,6.5,0.7,Protein Greek Yogurt and Fruit Salad,17.1,1.3,Breakfast foods
149,26.9,3.4,Cinnamon Porridge with Blueberries and Coconut Yogurt,3.6,3.7,Breakfast foods
55,1.8,1.5,Spinach and Mushroom Breakfast Scramble,8.5,0.9,Breakfast foods
181,13.8,10.7,Spicy Fried Eggs,8.5,1.3,Breakfast foods
94,16.3,2.3,Cinnamon Apple Oatmeal,3.5,6.3,Breakfast foods
258,34.7,11.6,Peanut Butter Banana Toast,8.1,19.8,Breakfast foods
188,15.7,6.7,Peanut Butter Protein Oats,17.2,1.0,Breakfast foods
56,10.0,0.2,Berry Yogurt Smoothie,4.0,7.7,Breakfast foods
196,18.8,6.8,Egg and Cheese Breakfast Sandwich,14.4,2.1,Breakfast foods
48,8.9,0.4,Egg White Oatmeal with Blueberries,2.8,3.1,Breakfast foods
152,26.8,3.3,Healthy Banana Oat Pancakes,6.9,5.8,Breakfast foods
112,21.9,1.7,Banana oatmeal,4.4,6.5,Breakfast foods
222,1.8,16.1,Microwave Ham Egg Cup,16.9,0.2,Breakfast foods
151,3.0,11.6,Morning Omelet,8.5,1.2,Breakfast foods
157,2.6,12.0,Pice de Gallo Egg White Cups,9.2,1.9,Breakfast foods
91,14.5,3.9,Overnight Chocolate Chia Seed Pudding,2.5,5.4,Breakfast foods
103,17.4,3.1,Quick and Easy Home Fries,2.1,0.6,Breakfast foods
234,33.0,10.2,Knock Oats,7.3,9.6,Breakfast foods
335,42.2,13.0,Buttered Toast with Cinnamon,12.9,6.2,Breakfast foods
148,3.0,9.9,Denver omelet,11.2,1.2,Breakfast foods
173,6.8,11.3,Steak and Eggs Hash,10.6,0.5,Breakfast foods
57,9.0,1.5,Strawberry Mango Shake,2.5,8.6,Breakfast foods
124,27.4,1.2,Vegan Banana Oat Pancakes,3.2,5.3,Breakfast foods
47,11.8,0.1,Oranges,0.9,9.4,Breakfast foods
131,2.1,10.1,Bacon and Eggs with Cherry Tomatoes,7.8,1.4,Breakfast foods
102,15.3,4.0,Vegan Breakfast Potatoes,1.9,1.2,Breakfast foods
176,6.9,10.3,Grilled Breakfast Pizza,14.2,0.8,Breakfast foods
161,30.3,1.8,Cinnamon Oatmeal Pancakes,8.7,3.7,Breakfast foods
179,22.8,9.2,Apple Pecan Steel Cut Oats,3.2,8.0,Breakfast foods
106,11.9,3.1,Anabolic Blueberry Oatmeal,8.7,2.9,Breakfast foods
193,19.1,11.8,Classic Avocado Toast,5.4,2.4,Breakfast foods
180,11.5,13.0,Puffy Corn Omelet,6.3,2.6,Breakfast foods
206,15.3,7.8,Morning Salmon Salad,17.9,2.4,Breakfast foods
212,36.6,6.3,Dark Chocolate Oatmeal,6.7,17.8,Breakfast foods
169,21.7,6.1,Banana Mash Muscle Muffins,10.8,4.4,Breakfast foods
190,1.2,15.0,Goat cheese and herb omelet,11.7,0.9,Breakfast foods
105,16.0,3.9,Orange Creamcicle Chia Pudding,2.5,10.1,Breakfast foods
216,25.5,10.6,High Protein Energy Balls,7.4,13.8,Breakfast foods
98,20.8,0.8,Peach Yogurt Bowl,3.3,14.7,Breakfast foods
123,3.4,8.7,Mushroom and Cheddar Omelet,8.0,2.2,Breakfast foods
215,37.8,4.8,Raisin Oat Muffins,6.5,13.7,Breakfast foods
179,9.6,11.6,Open face Breakfast Sandwich,9.2,1.2,Breakfast foods
101,12.0,4.8,Smashed Avocado and Garbanzo Beans,3.9,0.2,Breakfast foods
149,27.5,2.6,Microwave Amaranth Porridge,4.8,4.8,Breakfast foods
126,2.1,8.4,Egg Casserole,10.1,1.0,Breakfast foods
187,8.5,11.9,Cottage Cheese Pizza Dough,11.0,1.4,Breakfast foods
144,3.7,9.0,Turkey Sausage Egg Muffins,12.5,1.1,Breakfast foods
108,13.5,2.6,Protein Buddha Bowl,8.2,8.7,Breakfast foods
204,33.3,5.0,Spanish style Toast with Tomato,7.0,3.0,Breakfast foods
113,21.0,1.9,Overnight Banana Chai Breakfast Shake,4.2,6.0,Breakfast foods
188,25.0,6.1,Spinach and Kale Savory Oatmeal,9.6,1.0,Breakfast foods
63,8.1,0.2,Pineapple Cottage Cheese with Lime,7.4,3.4,Breakfast foods
148,0.2,7.6,Turkey Breakfast Sausage,19.5,0.0,Breakfast foods
227,23.8,13.1,Papaya and Oat Chia Smoothie,7.7,6.7,Breakfast foods
19,4.6,0.1,Pear Green Smoothie,0.4,3.1,Breakfast foods
127,5.9,8.7,Roast Pumpkin Frittata,6.9,2.7,Breakfast foods
197,29.3,6.4,Buttermilk Pancake,5.4,8.1,Breakfast foods
181,2.4,14.3,Southwest Omelet,10.9,1.0,Breakfast foods
146,9.3,9.0,Scrambled Eggs on Toast with Vegemite and Avocado,7.4,2.2,Breakfast foods
183,25.3,7.6,Coconut Cinnamon Muesli,5.9,3.7,Breakfast foods
182,22.6,8.3,Banana and Peanut Butter Swirl Muffins,7.6,8.6,Breakfast foods
331,44.2,13.8,Cinnamon Sugar Apple Muffins,9.5,20.3,Breakfast foods
174,31.0,4.1,Baked Banana Nut Donuts,5.0,9.9,Breakfast foods
96,17.3,1.9,Blueberry and Chia Overnight Oats,4.0,6.0,Breakfast foods
222,0.4,17.2,Sausage and Egg Bites,16.8,0.2,Breakfast foods
182,22.1,6.8,Cinnamon and Allspice French Toast,7.1,2.6,Breakfast foods
82,5.8,6.3,Coconut Peach Smoothie,2.1,3.3,Breakfast foods
284,38.4,11.2,Classic Scones with Jam,6.9,1.4,Breakfast foods
66,12.5,1.6,Vegan Chocolate Zucchini Oats,1.9,4.1,Breakfast foods
130,11.7,8.9,Veg Heavy toast,3.1,1.7,Breakfast foods
252,32.3,11.7,Chocolate Banana Protein Pancakes,9.6,24.9,Breakfast foods
132,2.7,9.2,Vegetarian Quorn Colombian Scrambed Eggs,8.9,0.5,Breakfast foods
102,2.4,5.9,Cottage Cheese Spinach and Tomato Omelet,9.4,1.2,Breakfast foods
175,21.4,3.9,Protein Waffles,13.1,0.4,Breakfast foods
113,17.7,2.8,Overnight Blueberry Maple Oatmeal,5.8,8.4,Breakfast foods
71,1.4,2.4,Turkey Mushroom and Spinach Egg Muffins,11.0,0.7,Breakfast foods
207,20.4,10.0,Pesto Breakfast Sandwich,9.7,4.3,Breakfast foods
244,1.0,20.9,Mozzarella Omelet,12.8,0.5,Breakfast foods
99,3.5,5.4,Protein Veggie Omelet,8.9,1.4,Breakfast foods
154,2.6,11.2,Bell Pepper Egg In Hole,10.4,1.6,Breakfast foods
268,1.2,24.1,Cheese Baked Eggs,11.6,0.7,Breakfast foods
25,5.4,0.2,Cabbage and Carrot Juice,1.3,3.3,Breakfast foods
328,10.7,29.1,Keto Pancakes,11.8,1.2,Breakfast foods
87,15.1,1.6,Berry Almond Green Smoothie,4.1,9.0,Breakfast foods
152,26.1,3.7,Cold Flax Oatmeal,6.8,4.2,Breakfast foods
53,7.0,0.4,Light Nectarine Yogurt,6.0,5.6,Breakfast foods
163,14.4,11.9,Almond Butter Smoothie,3.3,8.6,Breakfast foods
108,24.7,0.9,Pumpkin Pie Oatmeal,3.2,5.4,Breakfast foods
159,28.5,3.1,Ricotta Blueberry Pancakes,4.2,13.5,Breakfast foods
82,5.6,4.7,Poached Eggs Alla Pizzaiola,4.8,0.7,Breakfast foods
60,3.9,3.5,Mushroom Spinach and Goat Cheese Omelet,4.1,2.0,Breakfast foods
270,10.9,22.7,Grain Free Apple Almond Pancakes,8.9,4.3,Breakfast foods
61,9.1,2.9,Sunflower Butter Smoothie,1.0,3.9,Breakfast foods
48,4.3,3.2,Steam Callaloo,1.8,0.6,Breakfast foods
158,2.3,11.8,Avocado & Smoked Salmon Omelet,10.7,0.4,Breakfast foods
172,9.0,12.1,Vanilla Walnut Blueberry Yogurt,7.6,4.9,Breakfast foods
67,2.8,2.3,Veggie and Ham Omelet,8.4,1.8,Breakfast foods
62,12.9,1.4,Pineapple Parsley and Ginger Smoothie,0.7,10.3,Breakfast foods
208,32.7,7.5,Greek Yogurt Fruit and Cereal,6.4,16.0,Breakfast foods
186,1.1,13.8,Curry Cheddar Scrambled Eggs,13.7,0.4,Breakfast foods
119,16.6,0.7,Protein oatmeal pancakes,12.6,5.0,Breakfast foods
222,7.0,15.2,Eggs Turkey Spinach & Roasted Potatoes,14.3,0.9,Breakfast foods
118,12.0,1.7,Berries and Creme Protein Pancakes,13.6,1.3,Breakfast foods
67,10.5,0.4,Very Berry Greek Yogurt,6.3,8.6,Breakfast foods
139,4.7,10.0,Corned Beef on Toast,7.4,2.9,Breakfast foods
175,1.5,13.2,Basic scrambled eggs,12.1,0.4,Breakfast foods
78,18.7,0.4,Fast Oatmeal,1.9,7.7,Breakfast foods
127,3.4,8.7,Egg Muffins,8.8,1.8,Breakfast foods
234,18.5,16.0,Seedy Avocado Toast,7.4,1.8,Breakfast foods
114,4.7,7.7,Kale Peppers Tomatoes and Cashew Scramble,7.3,1.9,Breakfast foods
217,11.4,19.1,Chia Coconut Pudding,3.3,5.0,Breakfast foods
243,13.1,18.3,Coconut Banana Oatmeal Smoothie,10.0,4.7,Breakfast foods
204,30.8,7.9,Coconut rice pudding,3.0,4.5,Breakfast foods
91,9.3,3.7,Spinach and Poached Egg Muffins,6.1,1.8,Breakfast foods
191,28.0,7.7,Bruleed Banana and Peanut Butter English Muffins,6.1,11.7,Breakfast foods
97,18.2,1.6,Nectarine Oatmeal,4.2,5.5,Breakfast foods
64,4.8,3.1,Protein Southwest Scramble,4.6,2.5,Breakfast foods
161,15.9,9.9,Avocado Toast,4.3,1.7,Breakfast foods
170,7.5,14.3,Grilled Avocado with Melted Cheese and Hot Sauce,5.6,0.6,Breakfast foods
137,15.6,4.3,Canadian Bacon Breakfast Sandwich,9.8,3.6,Breakfast foods
60,2.0,2.5,Egg White and Mushroom Omelet,7.4,1.6,Breakfast foods
241,25.0,12.0,Yogurt Parfait,8.4,12.4,Breakfast foods
216,24.7,11.8,Banana and Strawberry Wrap,6.0,7.9,Breakfast foods
98,6.5,5.9,Tofu Scrambled Eggs,7.1,1.9,Breakfast foods
133,18.4,4.8,Tahini Fruit Dip with Apples,6.1,15.1,Breakfast foods
139,18.9,5.9,Overnight Oats with Figs and Honey,4.2,10.9,Breakfast foods
348,9.9,27.0,Toad in the Hole with bacon,15.8,1.0,Breakfast foods
73,13.8,0.9,Buckwheat Groats with Milk,3.4,1.9,Breakfast foods
77,8.0,2.1,getable Tofu Scramble,6.7,1.3,Breakfast foods
193,17.2,8.8,Make Ahead Breakfast Burritos,10.8,1.8,Breakfast foods
168,5.9,14.2,Egg Stuffed Avocado,5.3,1.1,Breakfast foods
192,18.8,10.3,English Muffin Egg Sandwich,7.6,0.9,Breakfast foods
112,5.4,8.6,Turkish Style Zucchini Fritters,4.0,2.6,Breakfast foods
92,2.1,5.5,Emmental Cheese Tomato and Arugula Omelet,8.6,1.3,Breakfast foods
232,12.1,15.9,Fried Eggs on Toast with Pepper Jack and Avocado,11.0,1.2,Breakfast foods
357,67.4,9.5,Muesli,11.0,18.2,Breakfast foods
72,11.0,2.6,Peanut Butter Banana Oatmeal,2.6,2.8,Breakfast foods
140,0.4,8.3,Eggs Cheese and Tuna Omelet,15.7,0.3,Breakfast foods
102,16.9,3.9,Baked Apples with Maple Syrup and Granola,1.2,11.7,Breakfast foods
96,3.0,7.2,Stir Fried Egg and Tomato,5.2,2.2,Breakfast foods
145,23.0,4.3,ese Chocolate and Peanut Butter Oatmeal,6.1,3.9,Breakfast foods
143,16.8,6.7,Overnight Blueberry Chia Seed Oatmeal,5.4,2.5,Breakfast foods
226,1.5,16.3,Basic Chaffle,17.6,0.7,Breakfast foods
91,14.7,2.1,Banana Oat and Chia Smoothie,4.5,8.3,Breakfast foods
63,15.7,0.3,Island in the Sun Smoothie,0.9,11.8,Breakfast foods
91,2.9,5.8,Spinach Scramble,7.3,1.2,Breakfast foods
69,16.4,0.6,Honey Cocoa Oatmeal,1.9,5.7,Breakfast foods
222,12.1,13.2,Sausage and Egg Breakfast Sandwich,12.9,1.4,Breakfast foods
50,11.3,0.3,ek of Oats in Minutes,1.5,2.9,Breakfast foods
348,21.4,21.5,Bacon and Cheddar Grilled Cheese,17.2,2.7,Breakfast foods
130,17.4,3.4,Banana oatmeal smoothie,9.2,5.3,Breakfast foods
181,1.0,14.4,Everyday Fluffy Scrambled Eggs,11.2,0.7,Breakfast foods
34,7.1,0.6,Spinach and Banana Smoothie,0.6,2.9,Breakfast foods
66,7.6,0.4,Light Raspberry yogurt,8.3,6.0,Breakfast foods
97,11.9,3.6,Greek Yogurt and Fruit Salad,5.8,7.7,Breakfast foods
106,12.4,1.4,Oatmeal Cottage Cheese Pancakes,10.8,2.4,Breakfast foods
84,11.2,0.7,Cinnamon Protein Oats,9.2,0.0,Breakfast foods
71,1.3,5.6,Korean Style Steamed Eggs,4.0,0.2,Breakfast foods
117,13.0,4.6,Banana Flax Pancakes,6.9,6.2,Breakfast foods
94,13.3,2.2,Corned Beef Hash,5.4,0.8,Breakfast foods
327,47.9,12.0,Cinnamon Toast,8.9,18.7,Breakfast foods
207,28.4,9.0,Banana Pecan Cornmeal Pancakes,5.0,8.8,Breakfast foods
61,3.1,3.9,Tomato Scrambled Eggs,3.8,2.0,Breakfast foods
148,4.8,9.0,Hawaiian Pineapple Egg Scramble,11.9,2.5,Breakfast foods
105,2.2,7.7,Low Carb Eggs in a Nest,6.6,1.7,Breakfast foods
183,10.2,11.5,Sausage and Egg Breakfast Burrito,9.9,1.3,Breakfast foods
142,6.0,7.6,Cottage Cheese Breakfast,13.5,2.9,Breakfast foods
399,8.7,36.7,Keto Lemon Blueberry Muffins,10.4,3.1,Breakfast foods
174,18.7,8.7,Chestnut Pancakes with Bacon and creme fraiche,5.5,4.7,Breakfast foods
174,27.4,6.0,Peanut Butter and Banana Toast,5.6,11.0,Breakfast foods
417,1.3,39.7,Bacon,12.6,1.0,Breakfast foods
186,10.6,12.4,Light Peanut Butter Mousse,8.8,6.6,Breakfast foods
233,1.3,19.3,Keto Breakfast Sandwich,13.1,0.3,Breakfast foods
148,13.1,6.3,Breakfast Greek Yogurt Delight,11.4,7.4,Breakfast foods
105,20.1,1.6,Vegan Banana Oat Soy Shake,4.3,5.4,Breakfast foods
265,1.4,22.8,Keto Jalepeno Breakfast Muffins,13.3,0.9,Breakfast foods
123,11.7,0.8,Cinnamon Swirl Pumpkin Pie Protein Pancakes,16.9,0.8,Breakfast foods
322,5.3,27.0,Keto Mug English Muffins,14.9,1.5,Breakfast foods
136,2.1,9.6,Scrambled Eggs with Spinach and Cream Cheese,9.9,0.9,Breakfast foods
87,20.4,0.9,Fruity Date Oatmeal,1.6,10.8,Breakfast foods
175,11.7,8.8,Breakfast Cheesecake,11.8,0.5,Breakfast foods
167,1.2,12.3,Garlic Eggs,12.1,0.4,Breakfast foods
99,18.6,1.8,Cranberry Banana Oatmeal,3.8,8.5,Breakfast foods
143,0.7,9.5,Easy Hard Boiled Eggs,12.6,0.4,Breakfast foods
115,13.5,4.1,Protein Pancake,5.8,7.3,Breakfast foods
195,11.8,3.9,High Protein Banana Bread,28.0,4.7,Breakfast foods
102,4.4,7.3,Scrambled Eggs with Mushrooms,5.2,2.2,Breakfast foods
225,0.8,17.9,Classic Omelet,14.6,0.3,Breakfast foods
346,34.1,19.2,Buttered Toast,10.1,3.5,Breakfast foods
60,3.4,2.8,Egg White Avocado & Tomato Scramble,5.2,0.4,Breakfast foods
138,7.2,8.7,Raspberry greek yogurt,7.2,3.4,Breakfast foods
207,9.4,15.7,Greek Yogurt with Blueberries Walnuts & Honey,9.0,5.0,Breakfast foods
176,2.2,12.5,Southwestern Eggs,13.1,1.6,Breakfast foods
168,1.4,12.4,Mug Omelet,12.4,0.3,Breakfast foods
