calories,carb,fat,name,protein,sugar,type
468,43.7,31.5,Ginger Zinger Trail Mix,10.9,21.3,Appetizers
174,4.3,14.4,Salmon Wrapped Avocado,7.8,1.4,Appetizers
78,11.1,3.1,Cauliflower Fritters,2.7,1.5,Appetizers
209,11.8,14.1,Nacho Cheddar Popcorn,9.6,1.4,Appetizers
451,17.4,40.5,Sweetcorn and Cheese Samosa,6.2,1.1,Appetizers
265,1.7,28.3,Madumbi Taro Shoots,2.6,0.1,Appetizers
30,6.0,0.4,Steamed Broccoli with Tomato,2.3,1.9,Appetizers
218,3.4,16.8,Deli Beef and Sharp Cheddar Roll Ups,14.1,0.6,Appetizers
487,41.9,34.7,Coconut Crisps,3.6,18.3,Appetizers
170,16.4,12.0,Mango Blueberry Fool,1.1,14.4,Appetizers
34,8.5,0.2,Watermelon and Cantaloupe Wedges with Lime Mint Syrup,0.6,7.2,Appetizers
288,44.2,8.5,Warm Tortilla Chips with Spicy Cheese Dip,8.9,1.4,Appetizers
416,54.4,19.0,Super Granola,11.6,10.2,Appetizers
273,32.9,11.6,Parmesan Onion Puffs,8.9,4.3,Appetizers
235,17.3,17.5,Southwestern Sweet Potato Saute,4.2,3.3,Appetizers
178,22.6,9.5,Avocado Tacos,3.4,0.8,Appetizers
101,15.0,3.9,Baked Sweet Potato with West African Style Peanut Sauce,2.8,5.2,Appetizers
116,7.0,9.5,Cold Asparagus with Curry Dip,2.0,2.3,Appetizers
79,13.1,1.9,Collards,2.3,0.9,Appetizers
127,13.9,4.8,Acorn Squash with Sweet Spicy Sausage,7.7,8.3,Appetizers
139,19.1,2.1,Crockpot chicken sandwich,10.6,11.1,Appetizers
147,23.7,3.7,Yogurt with Granola Tropical Fruit and Crystallized Ginger,5.8,9.4,Appetizers
47,8.4,0.3,Vegan Skewers,3.3,5.9,Appetizers
134,10.5,8.5,Brussels Sprouts with White Beans and Pecorino,5.4,1.2,Appetizers
64,12.5,1.0,Leek and Fennel Mashed Potatoes,2.0,2.3,Appetizers
52,9.4,1.5,Sweet and Sour Baby Carrots,0.6,6.2,Appetizers
134,13.9,8.1,Chive and Parsley Mashed Potatoes,2.1,1.3,Appetizers
103,3.5,7.2,Warm Tofu with Spicy Garlic Sauce,8.0,0.6,Appetizers
319,25.4,23.5,Roasted Garlic,4.9,0.8,Appetizers
475,50.7,33.0,Famous Coconut Almond Balls,3.8,30.8,Appetizers
97,5.0,6.4,Fool proof Stuffed Mushrooms,5.8,3.3,Appetizers
131,7.0,4.1,Spooky Chicken,16.1,1.0,Appetizers
128,16.5,5.4,Avocado Hummus,5.0,2.6,Appetizers
71,3.7,6.0,Asparagus with Butter,2.1,1.7,Appetizers
175,3.8,12.3,Deli Roast Beef Red Bell Pepper and Provolone Lettuce Wrap,12.3,1.4,Appetizers
58,2.7,2.1,Cheesy Cucumber and Tomato Snack Stacks,7.2,1.6,Appetizers
199,31.2,3.6,Bagel Pizza,9.5,2.0,Appetizers
118,15.7,4.3,Cheesy Salsa Rice,4.5,1.2,Appetizers
363,25.8,21.3,Cheese On Toast,17.4,3.8,Appetizers
138,15.9,7.7,Olive Oil Mashed Potatoes,1.9,0.7,Appetizers
308,27.2,14.5,Brie cheese on bread,17.2,4.2,Appetizers
84,20.6,0.0,Danish Red Cabbage,0.4,19.5,Appetizers
103,6.3,6.2,Eggplant Pizza,6.1,2.4,Appetizers
84,12.7,3.0,Easy Eggplant,2.3,3.8,Appetizers
51,4.7,3.2,Fried Broccoli,2.7,1.3,Appetizers
55,3.7,4.1,Roasted asparagus,2.1,1.8,Appetizers
59,2.7,1.3,Turkey Lettuce Rollups,9.1,2.1,Appetizers
152,4.1,14.8,Easy Fried Spinach,2.6,0.4,Appetizers
78,3.8,5.7,Creamy Grits with Rosemary Bacon,3.1,1.8,Appetizers
219,21.1,13.3,Avocado Pie,4.8,5.5,Appetizers
116,15.9,4.7,Crisp Potato and Bacon Casserole,2.9,0.8,Appetizers
81,13.8,2.4,Crispy Eggplant Polenta Bites,1.3,1.4,Appetizers
45,11.7,0.1,Butternut Squash Fries,1.0,2.2,Appetizers
147,0.6,7.2,Grilled Herbed Poussins,19.0,0.0,Appetizers
118,13.3,5.6,Spicy roasted chickpeas,4.8,0.0,Appetizers
74,6.0,5.8,Avocado lettuce wrap,1.4,1.6,Appetizers
133,8.4,6.9,Chicken Tostadas,9.7,1.0,Appetizers
197,1.4,15.8,Egyptian Feta Cheese Omelet Roll,11.8,0.9,Appetizers
126,7.5,10.4,Cream Braised Brussels Sprouts,2.9,2.2,Appetizers
103,17.3,3.2,Garlic Baked Potato,2.1,0.8,Appetizers
45,7.0,1.8,Snap Peas and Carrots,0.7,4.2,Appetizers
305,34.1,16.4,Penne with Roasted Asparagus and Balsamic,7.9,3.3,Appetizers
110,13.1,4.6,Roasted Chick Peas,4.8,0.0,Appetizers
147,20.2,7.1,Thyme roasted sweet potatoes,1.8,3.8,Appetizers
145,4.4,14.1,Shoestring Zucchini Fries,1.3,2.1,Appetizers
99,22.0,0.2,Grated Potato Dumplings,2.7,0.7,Appetizers
147,33.0,1.2,Easy Candy Yams,1.5,15.6,Appetizers
49,5.0,0.6,Cheese Ball and Celery,5.9,2.8,Appetizers
112,10.8,7.9,Guacamole on Tostada,1.7,1.6,Appetizers
283,5.2,17.1,Mozzarella Sticks,26.7,0.9,Appetizers
165,9.8,10.0,Smoked Salmon and Egg Tortilla,9.5,0.8,Appetizers
56,14.2,0.3,Mango Salsa,1.0,10.8,Appetizers
203,19.8,11.8,Corn Thins and Avocado,3.2,0.5,Appetizers
471,12.7,45.8,Baked Cashew Goat Cheese,7.2,2.5,Appetizers
187,30.1,7.5,Candied Sweet Potatoes,1.1,19.9,Appetizers
121,10.5,7.5,Creamed Peas and Onions,3.8,2.5,Appetizers
42,4.2,2.7,Roasted Cherry Tomatoes with Mint,0.9,0.0,Appetizers
58,3.9,4.5,Asparagus with Horseradish Butter,2.1,1.9,Appetizers
417,17.0,26.5,Parmesan Wafers,27.5,0.1,Appetizers
75,15.8,0.8,Parsleyed Potatoes with Saffron,1.9,1.3,Appetizers
176,17.0,11.7,Baked Sweet Potatoes with Scallions and Cilantro,1.8,5.3,Appetizers
91,14.8,2.4,Quinoa Fennel Pilaf,3.0,1.7,Appetizers
146,31.8,2.6,Cranberry Chutney,0.4,26.2,Appetizers
305,50.1,9.4,Spiced Lemon Rice,5.9,1.1,Appetizers
92,14.2,3.2,Colcannon,2.3,1.4,Appetizers
156,4.8,14.1,Broiled Arctic Char with Basil Sauce and Tomato,5.1,1.2,Appetizers
99,10.7,5.2,Divine Asparagus,2.0,1.3,Appetizers
304,5.2,28.8,Keto Pizza Fat Bombs,7.3,1.9,Appetizers
164,19.0,9.2,Baked Korean Sweet Potatoes,2.5,3.7,Appetizers
406,1.3,33.8,Cheese slices,24.0,0.3,Appetizers
96,13.7,2.1,Quinoa Risotto with Mushrooms,3.3,2.1,Appetizers
45,4.8,2.3,Garlic Spinach,3.0,0.4,Appetizers
128,4.1,8.5,Creamy Deviled Eggs,8.6,1.7,Appetizers
130,24.8,2.1,Basmati Rice,2.2,0.0,Appetizers
102,5.2,9.1,Frizzled Cabbage,1.2,2.9,Appetizers
159,13.9,8.6,Spinach Enchiladas Verde,7.4,1.7,Appetizers
86,20.1,0.1,Microwaved sweet potato,1.6,4.2,Appetizers
27,3.1,1.0,Zucchini Spears with Parmesan,2.1,2.5,Appetizers
45,3.9,3.0,Pan Roasted Asparagus,2.1,1.8,Appetizers
480,29.1,37.0,Peanut Butter Toast,10.6,5.6,Appetizers
375,3.2,34.8,Pepperoni Cream Cheese Grenades,13.0,2.1,Appetizers
131,14.1,6.6,Hummus,5.7,0.2,Appetizers
48,3.7,3.6,Bev s Sauteed Yellow Squash,1.2,2.3,Appetizers
160,5.5,7.0,Maple Glazed Salmon,17.7,4.3,Appetizers
201,4.8,17.5,Black Olives with Cheddar,7.7,0.1,Appetizers
57,8.6,2.3,Broiled Marinated Eggplant,1.6,5.8,Appetizers
106,14.9,4.1,Baked Buffalo Cauliflower Wings,2.1,1.3,Appetizers
129,6.3,7.0,Salmon and Avocado Ceviche,11.2,2.2,Appetizers
290,28.8,15.4,Cheddar Scallion Drop Biscuits,9.3,2.6,Appetizers
136,21.1,5.0,Cornbread Pudding,3.3,1.8,Appetizers
492,7.0,49.2,Walnut Parsley Pesto,10.5,1.1,Appetizers
78,4.0,6.6,Sauteed Mustard Greens with Garlic,2.3,1.1,Appetizers
79,4.1,5.3,Cream Cheese and Ham Pickles,4.1,2.3,Appetizers
97,15.7,3.1,Mashed Potatoes with Horseradish,2.1,0.8,Appetizers
47,6.2,2.4,Baked Yellow Squash,1.5,3.2,Appetizers
88,13.2,3.7,Beets in Orange Sauce,1.1,10.7,Appetizers
120,16.3,6.1,Golden Succotash,1.6,1.1,Appetizers
187,4.9,15.7,Cheesy Mushroom Bites,7.7,1.9,Appetizers
158,28.5,4.7,Tastiest Candied Sweet Potatoes,1.3,15.3,Appetizers
102,10.2,6.5,Garlic Sauteed Artichokes,3.2,0.9,Appetizers
151,16.6,8.5,Onion Parmesan Roasted Red Potatoes,2.9,1.3,Appetizers
76,10.0,3.6,Olive Oil Glazed Potatoes,1.2,0.4,Appetizers
303,43.1,10.7,Cream Cheese Toast,10.2,18.6,Appetizers
93,10.0,5.0,Roasted Potatoes and Asparagus with Parmesan,3.0,1.3,Appetizers
103,17.7,2.8,Vegan Potato Cakes Stuffed with Mushrooms,2.5,1.2,Appetizers
196,20.4,11.8,Ants on a Log,6.0,13.3,Appetizers
132,28.1,0.9,Brown Rice and Barley,2.9,0.1,Appetizers
260,43.4,7.7,Cucumber Topped Rye Crisps,5.4,1.6,Appetizers
93,8.2,6.7,Oven Baked Rutabaga Wedges,1.1,4.2,Appetizers
24,3.6,0.8,Cucumber Boats with Spicy Hummus,0.9,1.4,Appetizers
346,4.5,31.1,Julia Child s Eggplant Persillade,13.1,1.6,Appetizers
159,3.2,14.3,Arugula Salad,5.3,1.9,Appetizers
44,5.9,1.1,Men s Favorite Salad,3.5,3.5,Appetizers
153,13.3,4.7,Maple Glazed Tilapia,14.8,10.3,Appetizers
333,24.9,19.5,Pepperoni Pizza Twists,13.9,0.2,Appetizers
214,8.4,13.9,Sesame Coconut Chicken Fingers with Minty Yogurt Dip,14.4,1.7,Appetizers
72,4.2,3.0,Cheesy Cucumber and Tomato Skewers,7.3,1.4,Appetizers
113,2.5,7.4,Proscuitto Wrapped Asparagus,10.5,1.2,Appetizers
91,16.7,2.0,Kentucky Home Fries,1.9,0.9,Appetizers
536,43.1,38.8,Shortbread,6.5,14.8,Appetizers
118,17.7,4.8,Rosemary and Garlic Roasted Potatoes,2.0,0.7,Appetizers
108,14.9,5.0,Roasted Deviled Potatoes,1.8,1.2,Appetizers
86,14.5,2.1,Grilled Potato Smash,3.3,1.1,Appetizers
189,17.1,11.4,Spiced Baby Potatoes with Bacon and Dill,4.7,1.1,Appetizers
400,54.5,15.1,Lemon Scented Quinoa,11.9,0.1,Appetizers
187,26.8,5.7,Spice Roasted Chickpeas,8.6,4.6,Appetizers
100,18.0,2.5,Spiced Roasted Potato Wedges,2.2,0.9,Appetizers
266,22.1,15.6,Roasted Feta with Olives and Red Peppers,9.5,2.2,Appetizers
281,52.4,7.5,Lemon Blueberry Bars,3.8,27.9,Appetizers
58,3.9,2.6,Lobster Stuffed Mushrooms,5.6,2.3,Appetizers
81,6.3,5.9,Steamed Broccoli,2.7,1.6,Appetizers
37,3.7,1.9,Feta Cucumber Boats,1.8,1.9,Appetizers
17,3.1,0.3,Zucchini Spears,1.2,2.5,Appetizers
134,8.2,8.2,Zucchini Patties,7.2,1.4,Appetizers
66,12.4,1.4,Artichoke & tomato bake,2.5,2.3,Appetizers
105,13.2,5.3,Italian Green Beans and Potatoes,1.9,1.6,Appetizers
77,14.5,1.3,Buttermilk Mashed Potatoes with Caramelized Shallots,2.3,1.9,Appetizers
77,10.1,3.7,Stewed Potatoes and Green Beans with Tomatoes,1.5,1.4,Appetizers
180,12.2,9.8,Tri Tip Steak Frites with Red Wine Sauce,10.8,0.1,Appetizers
81,8.7,4.5,Vegan Spinach Artichoke Dip,3.2,1.4,Appetizers
73,13.0,2.6,Indian Street Corn Salad,2.2,4.3,Appetizers
239,11.9,17.5,Puff Pastry Spinach Cups,9.4,1.2,Appetizers
75,7.7,4.9,Pan Fried Cabbage,1.2,4.5,Appetizers
194,30.4,2.4,BBQ Chicken Tenders,11.9,14.9,Appetizers
333,14.1,25.4,Garlic Cheese Bread,12.5,2.0,Appetizers
112,7.9,9.4,Simple Guacamole,1.5,1.7,Appetizers
119,13.4,5.3,Ceviche with Avocado and Grilled Corn,6.1,1.9,Appetizers
86,15.6,2.1,Garlic Dill New Potatoes,1.9,1.3,Appetizers
147,16.5,8.0,Vegetable Latkes,3.3,1.8,Appetizers
31,6.0,0.3,Sliced bell pepper,1.0,4.2,Appetizers
172,14.7,8.5,Cauliflower Tots,9.4,2.1,Appetizers
45,3.8,3.0,Grilled Asparagus,2.1,1.8,Appetizers
519,52.4,31.4,Plain Popcorn,7.8,0.7,Appetizers
146,11.0,6.8,Sea Salt Edamame,12.9,0.0,Appetizers
60,7.0,3.6,Sweet and Sour Celery,0.6,5.5,Appetizers
107,8.8,7.9,Sauteed Dandelion Greens,2.5,0.7,Appetizers
50,3.6,3.5,Wilted Spinach with Nutmeg Butter,2.8,0.4,Appetizers
66,7.3,2.7,Smoked Almond Cottage Cheese Endive Bites,3.9,0.6,Appetizers
410,19.8,36.6,Basil Jalapeno Corn Fritter,2.7,2.5,Appetizers
46,4.4,2.6,Garlic Spinach,2.9,0.4,Appetizers
90,8.5,5.9,Roasted Brussels Sprouts,3.2,2.1,Appetizers
181,21.9,8.4,Skillet Corn Bread,5.5,4.3,Appetizers
144,19.2,4.3,Cold Oven Popovers,8.3,2.6,Appetizers
71,13.1,1.9,Skillet Potatoes with Olives and Lemon,1.6,1.0,Appetizers
323,32.2,15.5,Pimento Cheese Toasts,13.6,2.6,Appetizers
49,4.5,3.4,Dry Curried Green Beans,1.2,2.1,Appetizers
119,21.6,3.3,Oven Baked Sweet Potato Fries,1.5,6.7,Appetizers
106,16.9,3.6,Roasted Potatoes with Lemon Salt,2.0,0.8,Appetizers
64,7.3,4.0,Roasted Fennel and Baby Carrots,0.9,4.0,Appetizers
87,14.2,3.3,Roasted Carrots and Parsnips with White Balsamic,1.1,4.8,Appetizers
103,11.8,5.8,Celery Root and Potato Pure with Chervil Cleri Rave en Pure,1.9,1.4,Appetizers
57,14.1,0.1,Butternut Squash and Ginger Relish,0.9,6.2,Appetizers
146,12.8,8.4,Eggplant Marinara Flatbread,5.4,3.7,Appetizers
130,15.3,7.0,Roasted Potato Wedges with Cilantro Lime Mayonnaise,2.0,1.1,Appetizers
173,14.8,12.2,Roasted Fingerling Potatoes with Chive Pesto,2.0,0.8,Appetizers
392,45.1,19.7,Sesame Wonton Crisps,9.6,0.0,Appetizers
118,11.3,7.8,Fried Potatoes and Cabbage,1.9,1.3,Appetizers
176,18.6,8.6,Tomato Gratin,6.5,3.0,Appetizers
202,9.0,16.0,Blue Cheese Pecan & Cranberry Stuffed Celery,7.5,5.5,Appetizers
93,13.4,3.0,Vegan White Bean Pate,4.1,1.8,Appetizers
361,65.0,12.4,Date Energy Bars,5.7,48.3,Appetizers
300,48.2,10.6,Smoked Almond & Goat Cheese Stuffed Dates,8.2,41.8,Appetizers
143,17.0,8.5,Pan Fried Corn,3.1,5.7,Appetizers
59,6.8,3.5,Roasted Green Beans,1.8,3.1,Appetizers
264,45.9,6.5,Sesame Cilantro Rice,5.4,1.0,Appetizers
109,4.7,8.6,Asparagus with Sliced Almonds and Parmesan Cheese,5.0,1.9,Appetizers
52,7.3,1.7,Bell Pepper and Hummus Snack,2.1,3.6,Appetizers
388,77.6,4.5,Spiced Honey Pretzels,9.4,8.9,Appetizers
112,3.7,8.8,Tomato and Mozzarella Portabella,5.6,2.1,Appetizers
155,18.6,5.4,Leftover Mashed Potato Quesadilla,7.5,1.5,Appetizers
99,18.0,2.4,Potato Rosti,2.0,1.5,Appetizers
110,16.6,4.3,Roasted Potato Wedges with Rosemary Butter,1.9,0.7,Appetizers
98,2.9,7.3,Egg and Asparagus Scramble,5.6,1.6,Appetizers
80,3.6,5.5,Zucchini Boats,4.7,2.3,Appetizers
84,10.8,3.2,Saut ed Chickpeas with Broccoli and Parmesan,4.5,2.3,Appetizers
240,13.6,17.8,Cream Puff Shells,6.2,0.2,Appetizers
106,4.9,7.5,Cheesy Bacon Cabbage,5.6,2.6,Appetizers
179,11.7,14.3,Delicious Artichokes,3.5,1.1,Appetizers
65,11.1,0.9,Easy Lima Beans,3.5,0.6,Appetizers
102,10.1,6.6,Artichokes,3.1,0.9,Appetizers
102,8.6,7.2,Garlicky Beet Delight,1.5,5.8,Appetizers
123,11.2,7.2,Peanut butter and Tomato Toast,5.4,3.6,Appetizers
155,16.4,9.9,Grilled Brown Sugar Peaches with White Chocolate,1.8,14.6,Appetizers
145,17.3,7.0,Zucchini Peanut Noodles,4.2,2.4,Appetizers
124,8.2,9.8,Roasted Brussels Sprouts with Caraway Seeds,3.1,2.0,Appetizers
71,9.8,3.3,Steamed Beets with Tarragon,1.6,6.7,Appetizers
55,10.8,1.7,Cooked Artichokes,2.7,0.7,Appetizers
75,4.2,4.9,Cream Cheese Pickles,3.9,2.4,Appetizers
238,6.4,18.9,Asparagus with Brie,11.6,1.3,Appetizers
138,11.6,8.1,Tomato and Cheese Mini Quiche,5.4,2.2,Appetizers
59,8.4,2.5,Sweet and Spicy Green Beans,2.3,4.3,Appetizers
65,5.4,4.3,Portobello Mushroom Caps with Feta Tomato and Mint,2.5,3.4,Appetizers
341,30.0,21.6,Garlic Knots,7.9,0.2,Appetizers
77,2.6,5.1,Baked Zucchini Fritters,5.6,1.8,Appetizers
192,8.9,12.3,Beef Nachos,11.2,1.5,Appetizers
106,5.8,9.1,Creamed Scallions,1.8,2.3,Appetizers
246,35.9,9.3,Cranberry Feta Pinwheels,6.7,18.4,Appetizers
129,21.1,3.2,Vegan Mexican Tortilla Roll Ups,4.6,2.5,Appetizers
159,18.3,8.4,Parmesan Potatoes,3.5,0.7,Appetizers
43,9.9,0.3,Veggie Detox,1.3,5.4,Appetizers
149,11.0,11.3,Avocado with Cottage Cheese and Balsamic Glaze,3.7,1.3,Appetizers
213,31.4,5.5,Camembert on Garlic Bread,9.8,3.3,Appetizers
36,3.2,2.4,Grilled Zucchini Spears,1.2,2.5,Appetizers
200,15.0,15.7,Roasted Sweet Potato Wedges with Avocado Chimichurri,1.7,2.2,Appetizers
123,10.0,6.3,Broccoli and Cheese Tots,7.6,0.8,Appetizers
411,9.8,35.1,Garlic Parmasan Knots,15.6,0.9,Appetizers
175,3.2,12.4,Chicken Jalapeno Poppers,11.3,2.2,Appetizers
124,10.2,8.9,Korean Zucchini Pancake,2.2,1.0,Appetizers
196,19.9,8.8,Cheese and Bacon Puffs,10.0,2.1,Appetizers
543,36.7,41.6,Sugar and Spice Candied Nuts,14.4,24.1,Appetizers
107,16.8,3.8,Crisp Potato Galettes,2.0,0.8,Appetizers
161,7.5,9.0,Crab Cakes,12.4,1.0,Appetizers
99,12.6,4.7,Mashed Red Skinned Potatoes,2.2,2.1,Appetizers
104,22.7,1.5,Roasted Pineapple with Honey and Pistachios,1.9,19.5,Appetizers
99,11.2,4.4,Smashed Peas with Mint Butter,4.3,4.0,Appetizers
521,5.3,53.4,Fried Mozzarella Balls,6.7,0.6,Appetizers
84,8.3,3.6,Baked Shells in Sauce,6.1,2.0,Appetizers
126,9.7,6.4,Shakshuka,7.7,2.8,Appetizers
75,5.3,5.2,Stuffed Mini Peppers with Spinach Dip,2.4,1.3,Appetizers
122,6.7,10.8,Cola Sauerkraut,0.5,5.0,Appetizers
91,17.2,1.9,English Baked Potatoes,2.0,0.8,Appetizers
166,5.5,15.5,Grilled Cauliflower,3.6,2.4,Appetizers
320,33.0,16.8,Blue Cheese Bread,9.9,3.1,Appetizers
524,40.0,37.8,Sugared Spiced Nuts,14.5,27.5,Appetizers
354,38.1,16.8,Three Cheese Garlic Bread,12.8,8.8,Appetizers
119,2.8,7.7,Stuffed Zucchini with Turkey Sausage Recipe,10.0,1.5,Appetizers
129,3.7,9.2,Ham Wrapped Asparagus,8.4,1.0,Appetizers
398,6.9,40.2,Arugula Salsa Verde,4.0,1.5,Appetizers
63,11.3,2.4,Roasted Calabaza,1.0,2.1,Appetizers
78,8.4,4.5,Sauteed Kale with Kohlrabi,3.6,2.4,Appetizers
109,7.7,8.4,Snap Pea and Cabbage Slaw,2.0,2.5,Appetizers
192,3.1,19.5,Asparagus with Hollandaise Sauce Recipe,2.9,1.4,Appetizers
102,13.7,3.5,Potato Dumplings II,4.4,0.7,Appetizers
121,19.0,3.6,Potato Tacos,3.8,1.2,Appetizers
55,5.1,3.5,Carrot Ginger Creme,1.0,2.7,Appetizers
102,7.4,7.4,Seared Sugar Snap Peas,2.3,3.4,Appetizers
99,17.4,3.3,Roast Parsnips,1.2,4.7,Appetizers
100,13.1,4.0,Chickpea Curry,4.2,0.8,Appetizers
118,13.5,5.6,Indian Spiced Roasted Chickpeas,4.8,0.0,Appetizers
58,5.3,3.5,Creamed Spinach,2.9,0.6,Appetizers
214,39.2,2.2,Baked Egg Rolls,8.5,0.8,Appetizers
98,5.4,1.6,Slow cooker Spicy Chicken with Black Beans,14.9,0.7,Appetizers
176,15.4,7.4,Tofu Dengaku,12.8,7.7,Appetizers
72,7.3,4.1,Sesame Broccoli,3.5,1.6,Appetizers
288,3.8,26.5,Bacon Wrapped Jalapeno Poppers,9.2,2.5,Appetizers
104,14.7,4.3,Light and Silky Mashed Potatoes,2.1,1.3,Appetizers
93,10.3,3.5,Fruit salad,6.6,7.7,Appetizers
149,6.1,9.2,Corned Beef Roast,9.7,0.6,Appetizers
268,8.1,26.8,Balsamic and Avocado Snack,1.5,1.6,Appetizers
367,30.5,21.1,Bre Che st,14.4,4.6,Appetizers
62,11.0,1.2,Spicy Buffalo Cauliflower Bites,2.3,1.3,Appetizers
182,12.9,13.3,Dijon Pistachio Dressing Dip,6.3,5.3,Appetizers
382,39.0,19.1,Crispy Parmesan Chips,12.3,0.1,Appetizers
321,27.0,23.5,Candied Spiced Chickpeas,2.4,20.1,Appetizers
68,14.1,0.4,Vietnamese Style Spring Rolls,2.7,1.8,Appetizers
92,9.2,4.2,Cauliflower Tots,5.4,2.0,Appetizers
228,31.7,7.0,Pear & Camembert Crostini,9.8,1.0,Appetizers
127,19.2,5.2,Roasted Spiced Sweet Potatoes,1.5,3.9,Appetizers
326,12.9,29.8,Corn Fritters Southern Style,4.1,3.4,Appetizers
435,10.5,43.1,Cream Cheese and Olive Pecan Bites,7.8,4.3,Appetizers
339,5.5,27.8,Low Carb Jalapeno Cheese Crisps,17.3,1.9,Appetizers
193,12.1,14.5,Ham Cream Cheese and Veggie Stacks,5.5,1.5,Appetizers
